session_id,target
1,0.00010674035825136557
2,5.672930956833109e-07
3,9.253600716087273e-08
4,1.5185266784026238e-08
5,1.2191998920872746e-06
6,0.0006986004557878845
7,0.0020337515414164033
8,5.8569462117735e-06
9,0.002758324172524327
10,0.08398336755683315
11,1.0615290443502458e-06
12,0.00023769451820726878
13,0.0006658448700683636
14,0.3335304085094787
15,7.034839651097315e-06
16,0.00012979852511989197
17,0.0001999562141461185
18,0.00014897917267322884
19,5.885347767843841e-05
20,8.300895292161328e-07
21,0.030718316572416283
22,6.573652697778525e-09
23,2.4498862345117242e-06
24,0.003688491220538831
25,0.03843304056050738
26,4.6359671395156135e-09
27,2.2694670772196197e-05
28,5.3867396390718864e-08
29,0.011225331451630148
30,0.00021796797162938037
31,0.02046198877265448
32,0.028919084052847734
33,0.0019632113110933757
34,6.576206524230902e-07
35,0.06760395575435886
36,1.2178428454368873e-05
37,7.528704143541941e-08
38,3.68657146655435e-07
39,0.00021796797162938037
40,2.6854114450560817e-06
41,1.4617069452948456e-05
42,2.667048388052333e-05
43,5.062286939743888e-05
44,4.7661156799863554e-07
45,0.17077064321572374
46,4.065033299240068e-05
47,0.013781253681599307
48,1.0621850388693667e-05
49,1.6514415224725756e-06
50,2.6025247308642707e-05
51,5.350992663208866e-07
52,0.00014330588796696714
53,0.00043547064816596147
54,0.0003398159858531183
55,3.1640998790987466e-05
56,0.00011256644431514641
57,1.637404898188965e-07
58,0.0001334442970123548
59,0.0003618136908134187
60,3.7527662547126403e-07
61,4.9338225215144515e-05
62,0.00013765958895826935
63,1.314675669700887e-06
64,3.913055740034432e-06
65,0.00017631531911966688
66,4.3319820792709376e-05
67,4.3470807226013364e-05
68,9.025956807919274e-06
69,0.0010565882896878328
70,1.1765063537383381e-05
71,7.405163942688108e-06
72,0.0007299665863919007
73,0.12764501745731963
74,5.672930956833109e-07
75,0.00011047945110620634
76,0.0009343169371999235
77,0.00408177633348119
78,3.3049162854786746e-05
79,3.785456655412644e-07
80,0.00013869555011311805
81,2.5258415559307754e-06
82,3.6136219560915563e-06
83,5.115522282520117e-08
84,0.303486715478177
85,9.270903039953748e-05
86,0.0001111452786469114
87,4.483471646026742e-05
88,0.0013498970698908794
89,0.0017992082454627004
90,0.07846033890989032
91,9.591428262776443e-06
92,9.812823101191996e-07
93,0.000513814901555161
94,0.0023701757956384843
95,0.0008175177602097702
96,3.9625938440787073e-07
97,4.932262139653111e-06
98,5.140839252728298e-06
99,9.097115315051664e-05
100,2.2690361086481745e-06
101,2.7812955656604823e-05
102,0.040394726384873
103,0.010680452000493798
104,0.00014524415316358408
105,2.7748807333637987e-05
106,0.000434922399862557
107,2.4652422531582453e-05
108,2.4194594429956547e-05
109,5.9686523146286264e-05
110,1.123153146734021e-05
111,0.0002318681582258152
112,1.70195599386932e-06
113,0.00017669327092870586
114,2.871781015387013e-05
115,3.426121525990507e-06
116,0.0004040231559207283
117,0.0027365381201018254
118,0.002053361774888482
119,0.00016861203498734614
120,0.00041364782624430855
121,4.540347576525576e-06
122,0.00021796797162938037
123,0.0004941839729970352
124,1.0202594185776394e-06
125,0.0021657637243788974
126,5.870016277725146e-07
127,8.834582438911787e-10
128,0.0005485884560510924
129,4.876334708060542e-05
130,5.0733041678552174e-05
131,0.006167840808355803
132,0.001488667445847142
133,2.182610384562563e-05
134,6.341563139295081e-06
135,3.3615381077695834e-07
136,3.085375828287003e-06
137,2.7072545673735822e-05
138,4.609767883355061e-05
139,1.0172480938912452e-06
140,0.0014160642539145522
141,4.455637974161058e-08
142,0.000463562938997161
143,1.4219924523351197e-05
144,3.956342833358381e-05
145,3.379114749184707e-07
146,0.011109987030601606
147,0.0019778452747960594
148,0.0021495639879936866
149,0.0015337055545160492
150,0.0009937785919279316
151,6.232732566633432e-06
152,0.03172184605178045
153,0.0016450001239050032
154,0.019129796162598012
155,1.5837082792678016e-06
156,5.7765828834188186e-06
157,0.00019705907964384425
158,2.4327643068821706e-06
159,6.534224346944691e-07
160,0.0004445485625627455
161,5.733635806477914e-05
162,1.8933195201208168e-06
163,4.231987331689871e-06
164,8.88153098694343e-05
165,3.2505649254385964e-07
166,1.904616605732139e-06
167,0.0003422775486726108
168,0.0007524137554170984
169,1.8100566797093956e-05
170,3.5392666618212135e-06
171,0.007674102530402863
172,0.00017456664317059805
173,4.248056453317803e-06
174,0.0004697329660473667
175,0.004329682854734401
176,3.589765819732317e-05
177,0.012090245306521703
178,1.9888618709161137e-08
179,1.3022336938393196e-06
180,0.0004275828078674121
181,2.6776907762516112e-05
182,0.0010730759954277955
183,0.0002677288853943972
184,4.3974237465691204e-05
185,1.771424904276322e-05
186,0.00016995941317025643
187,1.1882697803153789e-05
188,4.811648649638718e-07
189,3.2263366220212866e-05
190,7.545173624701387e-07
191,0.0013857397084227085
192,0.0005219725314038955
193,3.610662580402549e-05
194,0.019111435593109075
195,1.5305820468226945e-05
196,9.503850690783597e-06
197,0.0005031545159917474
198,7.681126731069147e-05
199,0.00978056280784445
200,5.446483232136481e-06
201,6.679799099361294e-05
202,0.00024142299819294912
203,5.870016277725146e-07
204,0.0018885013182364156
205,5.784172428658451e-05
206,2.359324041667551e-10
207,0.0001398351098357331
208,0.000506204292144512
209,3.34863366712399e-05
210,8.082572255549266e-05
211,0.0002790185605591873
212,0.012495808665101877
213,2.81373743054814e-06
214,0.00025772660940655783
215,0.0005997455895891454
216,0.004783184696244407
217,0.0006294979567686614
218,0.0006977435340211687
219,0.007837733644827647
220,1.4206327153697771e-05
221,0.002225619289245869
222,1.3883490826742325e-05
223,0.03080011556406757
224,0.0016733080165848683
225,0.018258075248419867
226,0.0001719935002225434
227,1.5169317173773814e-05
228,1.2071812047187596e-06
229,7.832705647300607e-06
230,0.0006973707187936716
231,4.624087376522716e-07
232,5.353822362218137e-06
233,6.268643420636275e-05
234,6.243431872066101e-05
235,1.5239294746761929e-06
236,0.02663745809591988
237,0.00531406220980616
238,2.6210421505852098e-05
239,0.00017187170491198665
240,0.00010656772087022598
241,7.087638340820254e-07
242,4.445478817831108e-09
243,1.8758706525479134e-09
244,6.64793825005913e-06
245,4.3837644739680795e-06
246,1.7726288987229802e-07
247,0.03100405313597885
248,9.649732910593738e-06
249,9.376533906113117e-06
250,0.000196800759070316
251,0.0014659136019898593
252,0.0003369826341865652
253,0.00033997323366980115
254,0.018258075248419867
255,0.0002491060526368043
256,4.2615532819028713e-08
257,6.636960864927211e-05
258,0.00015085969171908483
259,0.0021206751188334164
260,0.034586849506046444
261,8.372093802211512e-05
262,0.06024237700560273
263,3.651380660943507e-06
264,0.001944337558683394
265,3.793867118252771e-05
266,1.7954656596718454e-05
267,2.1034047176387483e-13
268,1.2009510766128605e-06
269,2.9317990956654734e-06
270,0.00015399785430101267
271,5.606257685822047e-05
272,1.8325131991584165e-05
273,0.00015355613336306772
274,4.7459407626789894e-05
275,0.00010064621198975119
276,2.9977307250829237e-07
277,1.7014096223966705e-05
278,0.00020098241145199655
279,4.8343448558502544e-05
280,0.0011669687323163569
281,1.625552851125062e-05
282,0.001159109469835068
283,3.794843839159595e-05
284,8.352345831238065e-07
285,4.405368752114455e-06
286,7.27624692108317e-08
287,0.0016873514801465663
288,3.3865203976159106e-07
289,0.0004770535981492001
290,0.00028661952884580753
291,0.0006646489560863733
292,1.812858629355999e-05
293,0.004243190095234259
294,2.1339589949595362e-06
295,0.0002513420426272701
296,7.321473376587747e-06
297,0.001219482361662495
298,4.182118240615471e-06
299,8.770537164594116e-08
300,6.444266996801931e-06
301,0.00011080232299394279
302,1.6496067123744956e-06
303,5.967925273497487e-08
304,0.00017767085652412758
305,0.047139853383437826
306,2.110329947309731e-06
307,3.624805780582044e-05
308,5.704496510504451e-05
309,0.001194314236756098
310,2.3145863144332048e-06
311,5.964214454976665e-05
312,0.028226341959660162
313,0.00013076628514204055
314,5.13891907747418e-06
315,5.2824032012272554e-05
316,1.12646466742898e-07
317,3.613802305500865e-05
318,4.026992694863064e-06
319,0.00038873121553139694
320,0.000740669866836619
321,0.0017482635552754137
322,0.00013743751396156004
323,0.00011328524608897804
324,0.00016114397801006756
325,0.00029706765070512854
326,0.001994299123520592
327,5.376125193215359e-05
328,0.002045085806421455
329,0.00021796797162938037
330,9.288153114162719e-07
331,0.0003325335966738273
332,0.020010630874520072
333,0.46132746982814377
334,4.276864267852868e-06
335,6.416937776300927e-06
336,4.850702992050127e-05
337,0.00047191402308722374
338,0.00036529687426803387
339,6.2490182450235e-05
340,4.927673040286293e-05
341,4.827606282816746e-07
342,0.0010930943058654085
343,0.0015109324647897262
344,0.00019141904304265168
345,3.927390780596132e-06
346,5.53312318924784e-05
347,0.014611278697115192
348,5.6978214523250335e-05
349,1.0841300828142225e-06
350,0.005090717971443276
351,1.1927320907669303e-05
352,0.00038555211512914607
353,0.054098397169306485
354,1.6463707763427457e-05
355,7.71228721595254e-05
356,0.004374917136137021
357,3.792138050334366e-06
358,2.7808826382476786e-07
359,0.04894612053987232
360,2.447225805085457e-05
361,0.0013963660129768726
362,0.00048712018072626513
363,3.820740017171229e-05
364,0.03782343701230269
365,2.843978468024395e-08
366,2.3785425904516353e-08
367,1.094388583640004e-05
368,0.008789820202944857
369,0.005856366384071896
370,0.0003140781422664415
371,0.0009260313605489404
372,5.289754078959435e-05
373,8.559111227847161e-07
374,8.654958615227167e-10
375,0.0013098775303231685
376,5.126747656900548e-05
377,0.00029139180457071886
378,1.6909700171148904e-08
379,5.669909865854095e-05
380,0.0014180840081848968
381,1.3090308830419191e-05
382,0.0012926498155732442
383,1.3235820637194498e-07
384,0.0012825110434769576
385,3.9637060681423624e-05
386,1.2595747809473756e-06
387,0.0006779251398787794
388,1.9380077180270378e-05
389,9.94265136982363e-07
390,0.00044860336367093554
391,4.470217198473192e-05
392,0.00032425107481090845
393,2.5078771484253827e-05
394,8.777017894057774e-05
395,0.0008566010848586938
396,0.00042192102648433834
397,2.2212097988509004e-05
398,0.0001681822707101906
399,1.423786365436222e-09
400,1.8885318082450949e-06
401,1.0533756461537165e-07
402,4.149836083329512e-05
403,1.1967698455891062e-06
404,0.0009178664050636574
405,1.5848838028159328e-06
406,0.015198079509407453
407,0.00138178670693629
408,3.5068185063119284e-06
409,4.218409823314968e-05
410,2.5408539102871285e-06
411,2.6912569565790564e-06
412,1.2109584506969015e-05
413,2.1982843755656087e-05
414,1.3582785687638205e-05
415,1.8462584425353646e-08
416,0.0015861461931149267
417,4.527600094587418e-05
418,3.8371712011679317e-07
419,4.911312837616764e-08
420,7.724820778755562e-06
421,2.9288456790401844e-05
422,2.402805950629351e-05
423,1.938556893744932e-05
424,1.798680681502355e-05
425,6.71726412242173e-08
426,0.7669680170646598
427,2.41146862066713e-05
428,3.3882699148440564e-10
429,0.047771304435265456
430,0.00013552263985543592
431,4.3506236530817535e-05
432,0.005666797274703156
433,2.2569780522051451e-07
434,0.0007324602465390292
435,0.0008872175653208249
436,0.00042902698859597277
437,0.0024744476920255548
438,0.002533627028400549
439,3.6236099348490545e-05
440,1.6918058159185592e-10
441,1.9081711245620457e-05
442,0.0017202144423288407
443,1.5511058360035947e-06
444,1.7211565567194563e-05
445,0.01486692208401937
446,0.0015023969296559198
447,2.8226771852510233e-07
448,0.00020036162314199498
449,0.009031303185001985
450,0.00017400366784315824
451,7.786029395280892e-06
452,0.003506738120658409
453,0.00042016461503344014
454,5.973001013301612e-09
455,0.0004999521822637125
456,8.485308938464049e-06
457,0.0011828970605103504
458,3.620236839569193e-06
459,2.02483913126217e-05
460,0.07184410392898122
461,1.4229180290907592e-05
462,2.860294618265932e-05
463,1.0182163738461733e-06
464,0.00345922258095224
465,6.572367529295584e-05
466,1.1104654321672792e-06
467,0.0004198983043129474
468,4.6997248402309565e-07
469,0.0028855381757010357
470,0.00564680451402051
471,0.013028128597974266
472,2.4385595366140568e-05
473,0.0008847546611702364
474,2.8354362273501052e-08
475,0.007002809323860137
476,1.6403497985104487e-07
477,0.0016897600653425781
478,6.560981170405764e-06
479,0.0082327631361813
480,1.204801072105365e-06
481,0.00012581478712257266
482,0.021187072420072936
483,6.0833905511091665e-05
